,text,label
1558,"My discovery of the cinema of Jan Svankmajer opened My eyes to a whole tradition of Czech animation, of which Jirí Trnka was a pioneer. His Ruka is one of the finest, most technically-impressive animated movies I've ever seen.<br /><br />A potter wakes up and waters his plant. Then he goes about making a pot. But in comes the huge hand which crashes the pot and demands that the potter make a statue of itself. He casts the hand out, but soon it returns and imprisons him in a bird cage where he's forced to sculpt a stone hand. He sets about it, fainting from exhaustion, but eventually completes the task.<br /><br />In a marvellous sequence of metacinema, the potter uses a candle to burn his visible puppet strings, which keep him in thrall, and he escapes back home. He shuts himself in and is accidentally killed by his own beloved plant when it falls on his head.<br /><br />This movie doesn't hide the fact it's pure animation, unlike modern movies that strive to be realistic (why?). The hand, for instance, is clearly someone's hand in a glove. Everything else is clay. Strings are visible and are part of the narrative, making it a precursor of the movie Strings. The atmosphere is eerie: that hand going after the little potter managed to instill more dread in me than many horror movies combined.<br /><br />The movie is obvious but it avoids being totally manipulative for its simplicity. it's a fable about artistic freedom and tyranny which can't help winning the heart and mind of anyone who holds freedom as a natural right.",Positive
1559,"Wow. I don't even really remember that much about this movie, except that it stunk.<br /><br />The plot's basically; a girl's parents neglect her, so this sicko PokeMon pretends to be her dad. Am I the only one disturbed by that? Then, this weirdo PokeMon kidnaps Ash's mom to pretend to be the girl's. I don't care if he was trying to make the girl happy, that's just gross.<br /><br />There was no real plot. The girl was just a whiny brat who wanted things her own way. She played with Unowns, was the ""daughter"" of Entei and apparently could grow and shrink in age on a whim with the help of her ""dad"".<br /><br />That's pretty much all I can remember, but I think you can take it as a hint, and not see it. (Or if you do see it, don't expect much.) 1 out of 10.<br /><br />Seriously. If you want a PokeMon movie, rent ""PokeMon; the First Movie"".",Negative
1560,"Clara Lago is wonderful as the title character of the film, essentially a film about a Spanish/American girl who moves to Spain with her mom at the time of the Spanish Civil War. It turns out, the mother goes home to die, and she is left with her grandfather. She also makes friends and experiences much in a short time. Tomiche (Juan Jose Ballestra) is at first a nuisance to her then they become close. The film is shot beautifully, bathed in soft colors mostly. Carol yearns for her dad, who is a pilot in the war, and you can feel the love sher has for him. While the war itself is kind of taken a back seat in this film, it envelops the character's lives. I think you'll like it. See it especially for Clara Lago, who does a great job as Carol. She is definitely one to watch.",Positive
1561,"I watched this in July and even with the Christmas theme, found it touching and sensitive. It is not for someone with a reality-mind as it is full of fantasy and lovely moments that sometimes don't make sense. William Russ did a grand job as Hank. I have only seen him in the remake of The Long, Hot Summer where he played a weak character. But in this one, the expression in his eyes throughout, as Hank considered the things that were happening to him, was wonderful and tender. Valerie Bertinelli was excellent and lovely as usual and very believable in this role. And Peter Falk as Max was splendid and always brought a smile when he appeared in a number of important scenes. There were many special scenes, including the one where Hank realizes who Max really was in his life. It's not for everyone.....especially those who aren't into 'feel-good' movies and this is definitely one! If you like everything to be perfect and make sense, avoid this one. But I think it is well-worth re-watching, which is why I taped it. (Yes, some of us still have VCRs. :)",Positive
1562,"Violence whether real or not always has an impact. In this film the violence is about as crass as you could ask for. In the Great Ecstacy the director has successfully demonstrated what extremes of violence people are capable of. But what was the point? The violence looks like a mix of Noë's 'Irreversible, and ' Kubrick's 'Clockwork Orange'...both of which are remarkable films. Don't get me wrong, I'm not opposed to screen violence at all and I've seen some nasty stuff in my film-going years, but this film as a whole is totally juvenile. The story is never developed enough to offer any reason for the extreme violence, the rizla paper thin reason we are give for Robert's demise is his introduction to drugs. Danny Dyer plays the character who is partly responsible for Robert's drug fuelled demise, however he is on screen for less than 5 minutes. Lesley Manville is Robert's unable to cope mum, I am not sure what either of these actors is doing in a film of this low caliber. The acting is wooden, the scene in the kitchen with the TV-cook and his wife for instance is as painful to watch if not more so than the shocking finale- who wrote those dialogues?! Some of the comments the boys make...'looks like she's enjoying it' are so trite as to tempt one to laugh if it were not for Clay's ardent desire to bombard us with harrowing images of mutilated female genitals. Why we need to be shown such detail possibly down to the director's adolescent obsession with sadistic pornographic imagery...one can only wonder at this young man's psychology.<br /><br />The 'political meaning' of the film was repeatedly brought to our attention due to the amount of scenes; in the bar, outside the TV-cook's house, war in Iraq reports, was perhaps too obvious in my opinion. Yes, war is violent, social determinism causes frustration, we're all prone to horrifingly violent acts whether you're in politics or on the street popping E. Juxtaposing all these things as part of the same underlying issue is evading the actual issue which is the meaning of violence in man. This issue is one that we still haven't managed to grasp and certainly not in this film.<br /><br />My opinion: derivative, badly-made and pointless.",Negative
1563,"I've also been looking to find this movie for quite some time, and how great it would be to find it on DVD...<br /><br />I saw this movie when I was about 6 years old, in the Netherlands. And I was very impressed by it. It was shown before Walt Disney's JUNGLE BOOK! <br /><br />What I remember of this movie is fragmented. I remember that an Indian boy was friends with an eagle. This impressed me very much. For some reason he was thrown out of his village (did not grasp the reason for this). When other boys threw stones at him, he climbed a rock and jumped off. At that time he turned into an eagle and flew away with his eagle friend. As an eagle he was still wearing his turquoise necklace. <br /><br />CB",Positive
1564,"The only redemption was the small part by Larry Miller. It seemed that the movie was trying too hard to be ""Something About Mary,"" but I didn't even like that movie and it still fell short of those standards. The actor who plays Paul was great, but Selma Blair is stuck in the stupidity of her Cruel Intentions character. James Brolin was great, but Paul's father seemed like he was trying too hard to be the Randy Quaid character from the National Lampoon's Vacation movies.",Negative
1565,"There was some hesitation from my part about what this movie had to offer. For starters, the casting didn't seem right. Kiefer Sutherland had already done very well in ""24"" and the preview didn't seem to offer anything challenging to him or the audience. Eva Longoria appeared out of place, and the rest didn't seem very interesting.<br /><br />When the film finally ended, I was not completely displeased for I had seen a decent thriller that could have been much better, had the responsible parties taken a little more care to watch for the narrative gaps and given a little more care to character development. We have seen threats of this type before, and that made the main conflict much more challenging to the writers. As an audience, we don't want to sit through the same old story again. We want to see something different, be thrilled and entertained.<br /><br />There is nothing wrong with the casting. From Kim Basinger's delicious first lady. She carries herself with enough grace and sex appeal to make the part memorable. Michael Douglas has been and done that before. Unfortunately, the president is much of a non entity to even care about his fate. Sutherland rehashes his ""24"" tough guy approach with enough power to make it big enough for the big screen, and Eva does a passable job, as the newcomer.<br /><br />Don't expect as many twists and fireworks as some of the established classics (""North by Northwest"" and ""The Fugitive"" come to mind). Leave your expectations outside and enjoy the ride for whatever it might be. It's o.k.",Positive
1566,"This film is just plain horrible. John Ritter doing pratt falls, 75% of the actors delivering their lines as if they were reading them from cue cards, poor editing, horrible sound mixing (dialogue is tough to pick up in places over the background noise), and a plot that really goes nowhere. I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film. There are at least 3 others that suck more. Patti Hansen delivers her lines with the passion of Ben Stein. I started to wonder if she wasn't dead inside. Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card). This movie is seriously horrible. There's a reason Bogdanovich couldn't get another project until 4 years later. Please don't watch it. If you see it in your television listings, cancel your cable. If a friend suggests it to you, reconsider your friendship. If your spouse wants to watch it, you're better off finding another soulmate. I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again. If I could sum this film up in one word, that word would be: Suckotrocity",Negative
1567,"Sisters In Law is made by the same directors of the rather curiously fascinating 'Divorce, Iranian Style' which was as exactly as it stated, as we got a glimpse of Divorce court in Iran. Now they've turned their attention to the court system in Cameroon, Africa. What's great about this court is that 2 of the magistrates are Women, which is unusual for such a country like this. Anyways, they deal with plenty of men used to getting their way around the women, but this film is remarkable in the fact that it appears that women has made great strides in society, with divorce legal and women's rights being recognized. So the judges often chastise the men for behaving in a primitive way in these times. Not to say that the women who appear at the court get the softer treatment. One of the prime focuses of the film is a case of child abuse done by an Aunt. The judges waste no time in lashing out at the woman with fury. And who said that justice isn't served anymore? With these 2 behind the bench. They often carry out maximum penalties! Ya! You go girl!",Positive
1568,"Vijay Krishna Acharya's 'Tashan' is a over-hyped, stylized, product. Sure its a one of the most stylish films, but when it comes to content, even the masses will reject this one. Why? The films script is as amateur as a 2 year old baby. Script is king, without a good script even the greatest director of all-time cannot do anything. Tashan is produced by the most successful production banner 'Yash Raj Films' and Mega Stars appearing in it. But nothing on earth can save you if you script is bland. Thumbs down! <br /><br />Performances: Anil Kapoor, is a veteran actor. But how could he okay a role like this? Akshay Kumar is great actor, in fact he's the sole saving grace. Kareena Kapoor has never looked so hot. She looks stunning and leaves you, all stand up. Saif Ali Khan doesn't get his due in here. Sanjay Mishra, Manoj Phawa and Yashpal Sharma are wasted.<br /><br />'Tashan' is a boring film. The films failure at the box office, should you keep away.",Negative
1569,"Before I comment on this movie I just watched on YouTube, I have to admit that the reason I checked this out was to rewatch something I first saw on the TV ads in 1980: Barbara Bach's cleavage. And since the movie received an R rating, I expected to see her nude. Alas, no dice for her or of the other gorgeous actress that appeared here: Stacey Nelkin who's supposed to be a teen but was actually 20 when she made this. Seeing her in a bra and panty and later in a belly dancer outfit was just as arousing as Ms. Bach. They provide some of the scattered laughs this movie provides. In fact, I don't blame Ron Leibman for having his name removed from the credits since his role as the tight-fisted Liceman is pretty embarrassing though I did like the ""seduction"" scene he did with Ms. Nelkin. This also happens to be the debut of Ralph Macchio who's the loner among the misfits sent to an academy school. The others are a black kid who really loves his stepmother and Ms. Bach, an Arab who worships motor oil, and a politician's son who loves his girlfriend Candy (Nelkin's character) so much, he risks sneaking in the middle of the night see her in the girls academy. Among the supporting cast, Tom Poston plays a swishy character named Sisson who I found partly amusing. With a screenplay by Tom Patchett and Jay Tarses and direction by Robert Downey Sr. (whose son Robert Downey Jr. has a cameo early on in a soccer scene), Up the Academy is uneven with the politically incorrect humor but unless you're really offended at the scatological and sexual content, this is actually a pretty harmless comedy that Mad Magazine and its trademark cover boy-Alfred E. Newman-shouldn't be ashamed of even though they once had their name and character taken off the picture...P.S. Another one of the ""misfits"" was Harry Teinowitz who was born in my birth town of Chicago, Ill. He played Rodney Ververgaert. He also says one of my favorite lines: ""I'm trying to come.""",Negative
1570,"Annoying, static comedy with a painfully miscast Peter Sellers as a smarmy, self-centered Casanova who always has his way with the ladies. A major blemish on Sellers' filmography, and, even worse, a film that seems to have been made solely to satisfy the ego of its star. (*)",Negative
1571,"I have to admit, this movie moved me to the extent that I burst in tears. However, I always think about things twice, and instead of writing a eulogy that would define the film as flawless and impeccable, I prefer taking the risk of a closer look.<br /><br />First what's first: The movie has an undeniable impact on the viewer simply because it starts out and continues as a slow-paced movie that doesn't try to blow you away with the actual scenes from 9/11. Thumbs up for this stroke of genius, because, unlike Stone's WORLD TRADE CENTER this film fortunately doesn't focus on the attack itself but on the fallout which, similar to the fallout of a nuclear explosion, is hardly visible but nonetheless dangerous and devastating. The psychological impact, the sheer devastation that 9/11 caused and the havoc it wreaked on the American people is almost palpable in this movie. I think Binder managed an astute observation of the American post 9/11 society and Sandler in my opinion sky rocketed from an average comedy actor to a real talent who delivers a performance worthy of an Oscar.<br /><br />However: In the film BLOOD DIAMOND, the Di Caprio character says and I quote: ""Ah, these Americans. Always want to take about their feelings"". Now, I don't want to belittle their sufferíngs, but I sure would like to make a comparison. Ever since 9/11 the entire world is confronted with mementos, memorials and commemorations of 9/11. The Hollywood industry and writers such as Safran Foer more than allude to 9/11 in their works. Now, this huge amount of cultural products, dealing with 9/11, turn the death of 3000 people into the biggest tragedy of this young century. The number of books written on the subject and the number of films directed on this subject, and I say this with all due respect, blow the importance of this atrocious crime somewhat out of proportion.<br /><br />Fact is: People die every day due to unjust actions and horrible crimes committed by bad or simply lost people. We have a war in Iraq, in Afghanistan, in Birma and lots of other countries. On a daily basis, we forget about the poverty the African people suffer from and we tend do empathize with them to a lesser degree than with the American victims of 9/11 simply because they are black and because their lives don't have much in common with our Western lives. Africa neither has the money nor the potential to commemorate their national tragedies in a way America can. So, what I am saying is this: The reason why we feel more for the 3000 victims of 9/11 and their families is because we are constantly reminded of 9/11. Not a day goes by without a newspaper article, a film or a book that discusses 9/11.<br /><br />In conclusion: I commiserated with Charlie Fineman, but I wasn't sure whether I had the right to feel for him more than for a Hutu who lost his entire family in the Rwandan civil war.<br /><br />You catch my thrift?",Positive
1572,"I first saw Martin's Day when I was just 10 years old, at home, on The Movie Channel, and still remember the impact it made on my life. It touched me as no other film had touched me, and I remember balling my eyes out.<br /><br />After the first time I saw it, I couldn't find it anywhere else. I would ask around and no one had ever heard of the film! I guess it was one of those more rare films that not many people knew about, because no one, and I mean no one, knew what I was talking about. I searched and searched throughout the years, checking video stores shelves and scanning cable TV listings, but always came up short. Finally, in 1996 I found out I could special order it, I did, and have probably watched it at least 50 times since--and it still makes me cry, every time.<br /><br />Martin's Day is about Martin Steckert, a man who is in prison (but genuinely a good guy), who yearns to make it back to the special lake where he grew up as boy. This was a special place, where he lived off nature, spent time with his dog, and was left alone to enjoy life. Soon into the movie, he escapes and starts making his way back to the lake.<br /><br />It isn't long before the cops find him, and Steckert grabs a child as a hostage to convince the police to back off. Soon Steckert and his hostage (the 2nd Martin) become best friends, and have many fun adventures together--from robbing a toy truck, to hi-jacking a train, all on the way to this special lake.<br /><br />Throughout the movie, Steckert has great flashbacks of him at the lake as a boy.<br /><br />I won't ruin the ending for you, but I will tell you, this movie is a must see. It is the BEST movie I have EVER seen in my life! I am, without a doubt, the biggest fan of this movie EVER! I managed to find the song that the two Martin's are singing throughout the movie (""I'm going back, to where I come from...). I'm even planning a trip to Canada to see the lake and cottage where Martin's Day was filmed. Crazy, I know--but that movie just means so much to me.",Positive
1573,"S.S. Van Dine must have been a shrewd businessman in dealing with Hollywood. Most of the film series' from the studio days were usually confined to one or two studios. But apparently Van Dine must have sold his rights to each book about Philo Vance one at a time. Note that Paramount, MGM, Warner Brothers, and more all released Philo Vance films. Only Tarzan seemed to get around Hollywood more.<br /><br />MGM produced the Garden Murder Case and starred Edmund Lowe as the fashionable detective. Of course MGM had the screen's original Philo under contract at the time, but Bill Powell was busy doing The Thin Man at the time and I guess Louis B. Mayer decided to concentrate him there.<br /><br />Edmund Lowe is a pretty acceptable Philo Vance. Lowe had started out pretty big at the tail end of the silent era with What Price Glory and then with a string of films with Victor McLaglen with their Flagg and Quirt characters. But after McLaglen got his Oscar for The Informer, Lowe seemed to fade into the B picture market. <br /><br />The Garden Murder Case involves three separate victims, Douglas Walton, Gene Lockhart, and Frieda Inescourt. The sinister atmosphere around the perpetrator kind of gives it away, the mystery is really how all the killings are connected and how they are accomplished.<br /><br />I will say this though. Vance takes a very big chance in exposing the villain and the last 15 minutes are worthy of Hitchcock.",Positive
1574,"My Name is Modesty is a low-budget film that tells the story of the origins of Modesty Blaise. It's not that the movie is terrible, it's just not what I was expecting or hoping for. While I've been aware of the Modesty Blaise character for years, I'm not overly familiar with the comic strips or the graphic novels, so I'm coming into this movie as something as an outsider. That may be part of the reason for my disappointment. I was expecting more action and more comedy. The film is dialogue driven. I suppose I was looking for something with a little more camp value. As it is, My Name is Modesty is a deathly serious film. There are very few, if any, ""light"" moments. The acting, at least from Alexandra Staden, is acceptable but nothing outstanding. As others have commented, she does appear a little too frail to be completely believable in the title role. What action scenes there are in My Name is Modesty are one of the films weakest points. I never bought into the notion that this woman could handle a band of trained killers.<br /><br />I really hope Quentin Tarantino goes ahead and makes the rumored a big budget film based on the Modesty Blaise character. I'm convinced the concept has a lot of potential and I would very much look forward to it.",Negative
1575,"Looked forward to viewing this film and seeing these great actors perform. However, I was sadly disappointed in the script and the entire plot of the story. David Duchovny,(Dr. Eugene Sands),""Connie & Carla"",'04, was the doctor in the story who uses drugs and losses his license to practice medicine. Dr. Sands was visiting a night club and was able to use his medical experience to help a wounded customer and was assisted by Angelina Jolie,(Claire),""Taking Lives"",'04, who immediately becomes attracted to Dr. David Sands. Timothy Hutton,(Raymond Blossom),""Kinsey"",'04, plays the Big Shot Gangster and a man with all kinds of money and connections. Timothy Hutton seems to over act in most of the scenes and goes completely out of his mind trying to keep his gang members from being killed. Gary Dourdan,(Yates),""CSI-Vegas TV Series"", plays a great supporting role and portrays a real COOL DUDE who is a so-called body guard for Raymond Blossom. Angelina Jolie looks beautiful and sexy with her ruby red lips which draws a great deal of attention from all the men. This film is not the greatest, but it does entertain.",Negative
1576,"This is quite an unusual and unique little western, that is made mostly original due to its story that revolves around an unique and superior Winchester 1873 rifle and all of those who get to poses it at one point or another in the movie.<br /><br />It's mostly a very entertaining movie to watch but not without still being a real western as well. The movie got done in a typical '40's/'50's style of western genre film-making, so the lovers of the genre should not be turned off by its somewhat unusual main premise.<br /><br />Because the rifle is actually being the main plot device of the movie, it allows the story to follow multiple characters throughout the movie, who are all connected of course and the story makes full circle in the end. Without that this movie would had been a pretty messy one to watch, since the story often jumps from the one hazardous occasion into the other, with constantly different characters involved. Quite amazing how they even managed to put Wyatt Earp in this all. But it's no criticism really. I liked that the movie and its story were being original and how the movie seemed to move from the one event to the other. It gave the movie a bit of a sense of adventure and entertainment.<br /><br />It's also a really great looking movie. I liked the settings the movie used and it seems quite amazing that this was actually the director Anthony Mann's first western. Luckily he would go on to direct more westerns later on, which also often would star James Stewart in the main lead.<br /><br />It was a pretty daring casting choice to pick James Stewart as the main lead. He is one of the softest and most polite looking and acting actors, so casting him as a tough gunslinger seems like a bit of an odd pick. But Stewart is surprisingly convincing as a tough guy and it shows how versatile and really capable as an actor he actually was. <br /><br />It also has some other surprising actors in the movie, that are not often get connected with this genre. Shelley Winters plays the female lead and also later well known actors Rock Hudson and Tony Curtis appear in some small roles.<br /><br />A real western with also plenty of action and entertainment to it.<br /><br />8/10",Positive
1577,"I am watching the series back to back as fast as possible. I am attempting to watch all things Star Trek. This is month 3 and I am now on Season 3 of TNG and I have already gone thru DS9 in its entirety. Star Trek is the greatest television phenomenon ever achieved.<br /><br />""Shades of Grey"" is the first recap episode in the TNG series. Having just watched the shows, these clips were fresh in my mind, but I noticed how a couple of them were re-shot because the film looked better. Season 1 always seemed real dark and ugly to me - and the actors looked silly, like they didn't fit in their own skins.<br /><br />The show is essentially just made of up a greatest hits of the happiest and saddest moments in Riker's life on the Enterprise up until this point. The Data and Riker scene in the holo-deck is a classic moment of new friendship. My other favorite is when the 2nd officer on the Klingon ship challenges Riker's authority as first officer and Riker beat the living CRAP out of that Klingon. Then the admiral kicks his a$$ but good. This entire episode is a heck of a reminder that a LOT of crazy, great things have happened already in a mere 2 seasons with 5 more to go and a handful of movies! At this point in the series they are really starting to develop the emotions that tie Riker to Deanna Troi as Imzadi. Up until this point they have mentioned the fact, but they have yet to exploit it. Let the record show that the ST Wiki - Memory Alpha claims that Imzadi means ""first"" and denotes that she has had intimate relations with Riker and also remains deeply close on an emotional one. This episode further proves there will be a tense romantic interest in each other for a long time to come.<br /><br />Here is the article: http://memory-alpha.org/en/wiki/Imzadi By this point in the series, production value is up to speed and Star Trek TNG is settling into the sci-fi behemoth it was destined to become. Watching this again as an adult I see now what GREAT ACTORS the Star Trek Universe provides. They really need to make a new ST show set after all the current shows. A DS9 movie would have been nice too.",Positive
1578,I thought the children in the show did a very good job. I especially enjoyed the performance of the Emma character. Well done! The stunts were pretty good for a low budget show. I was able to follow the movie and enjoy it without having to look at my watch every 5 minutes.I enjoyed the scenes with the tooth fairy and the burning of her. The ghostly apparitions of the children's souls being released was also good. Another good point of the movie is that it kept moving along. There wasn't a lot of slow scenes. The adult leads were also believable and therefore helped to keep the show entertaining. All in all an enjoyable night of movie watching.,Positive
1579,"Soap Opera about a small town married woman (Kay Francis) who works at the local newsstand, performs as leading lady in her local playhouse, but dreams of becoming a star on Broadway. When a famous actor who is a ham, a windbag, and a womanizer to boot, arrives in town she visits him in his room with dreams of him giving her tips to stardom - he pretends his valet is his ""manager"" tricking her into believing she has all it takes but ""experience"" to become a big star. Her husband finds out and punches the guy resulting in the actor's unexpected death - which leads to a murder trial and even more unexpected: a life prison sentence for hubby. Next thing you know she's joined a traveling Burlesque show in hopes of one day making it to Broadway and making enough money to get her man's freedom - all the while her baby is sleeping in a trunk!<br /><br />This film has a pretty interesting plot, well, a bit far-fetched perhaps, but very melodramatic (with tons of melodramatic music to make sure you get it) - all *greatly* enhanced by the strong, emotional performance given by Kay Francis - she just makes this film. Also helping here is the well-done acting by Minna Gombell in her role as a ""getting close to forty"" older lady who works the burlesque and befriends Kay. Worth seeing, especially for Kay Francis fans.",Positive
1580,"There are few films or movies I consider favorites over the years. The Gospel road was one of them. I watched this as a young teen and would like the opportunity to watch it again. My favorite parts were the fact that <br /><br />1/Jesus was blond, <br /><br />2/the last supper was a huge meal,<br /><br />3/ he liked playing with the children,<br /><br />4/His death was for all people and for all time.<br /><br />The movie may not have been theologically sound or high quality acting, but it touched my heart at that time. Besides I am a Johnny Cash fan and it was a brave venture. If it ever comes out on DVD, I will purchase it purely for sentimental reasons.",Positive
1581,"My mother took me to see this film as a child and I long to see it every year as I do all of my other Christmas favorites. What I remember most was the silly Devil and Santa looking through his telescope. I waited and looked through the T.V. Guide each year after that to see when it would be shown. I would usually find it playing on a Saturday afternoon. I only found the movie in English which took something special away from the film and have longed to find a copy of it in Spanish. I hold this film dear to my heart and have never suffered from nightmares as others might suggest. Yes, it is a different film about Santa Claus and that is what makes it special and unique. I can't wait to get a copy of this film and watch it with my children as I explain to them my favorite parts and memories!!",Positive
1582,"Being a person who does not usually enjoy boxing movies, feeling they only focus on the boxing and not the characters themselves, this movie truly moved me. I loved being able to see the main character Diana(Michelle Rodriguez) go through so many things in such a short while, it was amazing to me. Michelle (Rodriguez) did such a wonderful job playing Diana especially since this was her first acting experience, she showed true emotion and portrayed Diana wonderfully. All actors had chemistry on screen and made this movie even more amazing. I highly recommend this movie even to those who do not usually watch boxing movies. 10/10",Positive
1583,"i can't believe that NONE of the official reviews for this movie warn people that it contains two quite upsetting sexual assault scenes. It's as though our culture accepts this kind of behavior as simply sexual but not violent. My biggest problem with the movie is that it doesn't seem to condemn these assaults - as in, the woman who is repeatedly assaulted and pressured never holds the men accountable for their actions, and neither does anyone else. One man is stopped from completing the assault when someone throws a dagger at him, but he is reprimanded only with ""you cannot force a woman to love you"" rather than ""you should never force a woman sexually, you jerk""... From a woman's point of view, the movie is a let down. It sort of ""throws a bone"" to women in letting them be both skilled fighters and leaders, but the movie is much more defined by the romance - which is characterized by the notion that human sexuality must involve an imbalance of power, with men dominating the woman they love. This amazing martial arts fighter doesn't use any of her fighting skills to try to fend off her attackers. She never even makes them apologize - rather, SHE seems apologetic. Overall, a depressing and upsetting movie, with some great cinematography and some cool fight scenes, but not as good as Hero by a long shot.",Negative
1584,"Where do I start? Per the title of this film I expected some degree of authenticity, in the end I was severally let down. This is not the story of Lale Andersen or the song Lili Marlene, rather it is a Hollywood (or pick your film making hub) story loosely based on some real life characters. I should have had a clue when I heard a heavy English accent giving the intro to the movie in German; the blood red text (title, artists) should have been the 2nd clue. The story line is contrived (Lale was not tricked out of Switzerland Rolf Liebermann's parents, there is no info that Liebermann helped smuggle Jews from Germany, the original song had been recorded outside of the control of the NS regime not while under control, the record played at the station was picked up in Vienna while a Lt. was there on leave, etc, etc) the costumes are poor and incorrect for the time frames (SS black uniforms used every where from border guards to staff positions, these went away from daily use once the war started, etc), the characters are stereo types (SA bullies in a club once they were essentially out of power). Don't waste your time.",Negative
1585,It is an almost ideal romantic anime! MUST SEE FOR ALL AGES! But the English dubbed version is not too good. Perhaps the 1999 version will be better.,Positive
1586,"as an inspiring director myself, this movie was exciting to watch with criticism in mind. Shot with low end digital camera probably with 35mm adapter for DOF. The editing is good acting decent, sound effects aren't too over the top. I would have give it a 7 for an indie film, but the story aren't that interesting. It's more on the drama side, character developments than a horror flick.<br /><br />It's not for those who wants to get spooked startled frightened grossed out, or sit down with popcorn to just enjoy.<br /><br />honestly this movie would be good if we were still in the 50's<br /><br />This movie is about a family who has a dry field, and that is just that.",Negative
1587,"""Hotel du Nord "" is the only Carné movie from the 1936-1946 era which has dialogs not written by Jacques Prévert,but by Henri Jeanson.Janson was much more interested in the Jouvet/Arletty couple than in the pair of lovers,Annabella/Aumont.The latter is rather bland ,and their story recalls oddly the Edith Piaf's song ""les amants d'un jour"",except that the chanteuse's tale is a tragic one.What's fascinating today is this popular little world ,the canal Saint-Martin settings.<br /><br />This movie is dear to the French movies buffs for another very special reason.The pimp Jouvet tells his protégée Raymonde he wants a change of air(atmosphère) Because she does not understand the meaning of the world atmosphère,the whore Raymonde (wonderful Arletty)thinks it's an insult and she delivers this line,that is ,undeniably,the most famous of the whole French cinéma:<br /><br />In French :""Atmosphère?Atmosphère?Est-ce que j'ai une gueule d'atmosphère?"" Translation attempt:""Atmosphere?atmosphere?Have I got an atmosphere face? This is our French ""Nobody's perfect"".",Positive
1588,"Someone actually gave this movie 2 stars. There's a very high chance they need immediate professional help as anyone who doesn't spend 30 seconds to see if you can award no stars is quite literally scary.<br /><br />This film is ... well ... I guess it's pretty much some kind of attempt at a horrible porn / snuff movie with no porn or no real horrible bits (apart from the acting, plot, story, sets, dialogue and sound). I wrongly assumed it was about zombies. <br /><br />Watching it is actually quite scary in fairness; you're terrified someone will come over and you'll never be able to describe what it is and they'll go away thinking you're a freak that watches home-made amateur torture videos or something along those lines. <br /><br />I'm so taken aback I'm writing this review on my mobile so I don't forget to attempt to bring the rating down further than the current 1.6 to save others from the same horrible fate that I just suffered. <br /><br />I worst film I've ever seen and I can say (with hand on heart) it will never, never be topped.",Negative
1589,"Identical twin sisters Mary-Kate and Ashley Olsen climbed to fame in sitcoms like ""Two of a Kind"", I had never seen them in anything before, but I had an idea of what to expect, but it was much worse. Basically the Hunter sisters Charli (Mary-Kate) and Leila (Ashley) are in Rome for a Summer Intern Program, but not long after starting their jobs they are immediately fired for a series of mishaps. But the man who owns the company they are working in, Derek Hammond (Julian Stone), gives them their jobs back, and they they do slowly prove themselves useful assets, and talented (fashion) artists, and help stop a mean man taking over the company. Also starring Leslie Danon as Jami, Derek Lee Nixon as Ryan, Ilenia Lazzarin as Dari, Archie Kao as Nobu, Valentina Mattolini as Heidi, Michelangelo Tommaso as Paolo and Matt Patresi as Enrico Tortoni. You can tell that this film was made to go straight to video, the camera-work is completely mismatched, and it doesn't help when you want to admire the sights of Rome. In fact the background is the only good thing to watch, the twin sisters are two of the most annoying celebrities around, I knew before watching that they weren't going to interest me in any way (their not even that pretty), this is awful gush of rubbish film. Pretty poor!",Negative
1590,"This movie start quite gruesomely with a female being bound and psychologically tortured. There's male full frontal nudity, dead animal parts, dogs licking nipples, the female loosing control of her bladder. All shot in a gray cold color. Effective, but a little too much. We then move on to seeing the BTK killer's youth as well as the present and his history of crimes. The tension is entirely psychological and the scenes of the killer entering the homes of his victims and talking to them lasts for quite a long time and it's creepy. Here we don't see fancy or good imagery, it looks as if shot with your home camera. It doesn't look horrifying, but in a way seeing a criminal engage his victims for quite some time before killing them is quite unusual and chilling. What this movie doesn't have is any drama, really. There are some cop scenes every once in a while, but there's no excitement in terms of them finding the killer. There isn't much of an arc to this story. This could have been an effective psychological thriller, a study of madness. Unfortunately, the movie is filled with real slaughterhouse footage. It's dispersed throughout the movie and comes on suddenly again and again. Sometimes you don't know it's coming and don't have enough time to look away. And that I have to reject. I'm all for low budget horror movies but I don't tolerate animal suffering. It was unnecessary, excessive, and comes without warning. I'm glad that Lionsgate releases stuff that no one else does, but they should have passed on this movie or edited out the animal gore. Stay away from this garbage.",Negative
